240, 500, 2.5
3840, 10100, 2.5
240, 10694, 2.5
240, 11282, 2.4
240, 11864, 2.4
240, 12440, 2.4
240, 13011, 2.4
240, 13577, 2.3
240, 14137, 2.3
240, 14692, 2.3
240, 15242, 2.3
240, 15787, 2.3
240, 16327, 2.2
240, 16862, 2.2
240, 17392, 2.2
240, 17918, 2.2
240, 18439, 2.2
240, 18956, 2.1
240, 19468, 2.1
240, 19976, 2.1
240, 20480, 2.1
240, 20980, 2.1
240, 21475, 2.0
240, 21966, 2.0
240, 22453, 2.0
240, 22936, 2.0
240, 23415, 2.0
240, 23891, 2.0
240, 24363, 2.0
240, 24831, 1.9
240, 25296, 1.9
240, 25757, 1.9
240, 26215, 1.9
240, 26669, 1.9
240, 27120, 1.9
240, 27567, 1.9
240, 28011, 1.8
240, 28452, 1.8
240, 28889, 1.8
240, 29323, 1.8
240, 29754, 1.8
240, 30182, 1.8
240, 30607, 1.8
240, 31029, 1.7
240, 31448, 1.7
240, 31864, 1.7
240, 32277, 1.7
240, 32687, 1.7
240, 33095, 1.7
240, 33500, 1.7
240, 33902, 1.7
240, 34302, 1.7
240, 34699, 1.6
240, 35093, 1.6
240, 35485, 1.6
240, 35874, 1.6
240, 36261, 1.6
240, 36645, 1.6
240, 37027, 1.6
240, 37406, 1.6
240, 37783, 1.6
240, 38158, 1.6
240, 38530, 1.5
240, 38900, 1.5
240, 39268, 1.5
240, 39633, 1.5
240, 39996, 1.5
240, 40357, 1.5
240, 40716, 1.5
240, 41073, 1.5
240, 41428, 1.5
240, 41780, 1.5
240, 42130, 1.5
240, 42478, 1.4
240, 42824, 1.4
240, 43168, 1.4
240, 43510, 1.4
240, 43850, 1.4
240, 44188, 1.4
240, 44525, 1.4
240, 44860, 1.4
240, 45193, 1.4
240, 45524, 1.4
240, 45853, 1.4
240, 46180, 1.4
240, 46506, 1.4
240, 46830, 1.3
240, 47152, 1.3
240, 47472, 1.3
240, 47791, 1.3
240, 48108, 1.3
240, 48423, 1.3
240, 48737, 1.3
240, 49049, 1.3
240, 49359, 1.3
240, 49668, 1.3
240, 49975, 1.3
240, 50281, 1.3
240, 50585, 1.3
240, 50888, 1.3
240, 51189, 1.3
240, 51489, 1.2
240, 51787, 1.2
240, 52084, 1.2
240, 52379, 1.2
240, 52673, 1.2
240, 52965, 1.2
240, 53256, 1.2
240, 53545, 1.2
240, 53833, 1.2
240, 54120, 1.2
240, 54405, 1.2
240, 54689, 1.2
240, 54972, 1.2
240, 55253, 1.2
240, 55533, 1.2
240, 55812, 1.2
240, 56089, 1.2
240, 56365, 1.1
240, 56640, 1.1
240, 56913, 1.1
240, 57185, 1.1
240, 57456, 1.1
240, 57726, 1.1
240, 57995, 1.1
240, 58262, 1.1
240, 58528, 1.1
240, 58793, 1.1
240, 59057, 1.1
240, 59320, 1.1
240, 59582, 1.1
240, 59842, 1.1
240, 60101, 1.1
240, 60359, 1.1
240, 60616, 1.1
240, 60872, 1.1
240, 61127, 1.1
240, 61381, 1.1
240, 61634, 1.1
240, 61886, 1.0
240, 62137, 1.0
240, 62387, 1.0
240, 62635, 1.0
240, 62882, 1.0
240, 63128, 1.0
240, 63373, 1.0
240, 63617, 1.0
240, 63860, 1.0
240, 64102, 1.0
240, 64343, 1.0
240, 64583, 1.0
240, 64822, 1.0
240, 65061, 1.0
240, 65299, 1.0
240, 65536, 1.0
240, 65772, 1.0
240, 66007, 1.0
240, 66241, 1.0
240, 66474, 1.0
240, 66706, 1.0
240, 66937, 1.0
240, 67167, 1.0
240, 67396, 1.0
240, 67625, 1.0
240, 67853, 0.9
240, 68080, 0.9
240, 68306, 0.9
240, 68531, 0.9
240, 68755, 0.9
240, 68978, 0.9
240, 69201, 0.9
240, 69423, 0.9
240, 69644, 0.9
240, 69864, 0.9
240, 70083, 0.9
240, 70301, 0.9
240, 70519, 0.9
240, 70736, 0.9
240, 70952, 0.9
240, 71167, 0.9
240, 71382, 0.9
240, 71596, 0.9
240, 71809, 0.9
240, 72021, 0.9
240, 72233, 0.9
240, 72444, 0.9
240, 72654, 0.9
240, 72863, 0.9
240, 73072, 0.9
240, 73280, 0.9
240, 73487, 0.9
240, 73693, 0.9
240, 73899, 0.9
240, 74104, 0.9
240, 74308, 0.9
240, 74512, 0.8
240, 74715, 0.8
240, 74917, 0.8
240, 75119, 0.8
240, 75320, 0.8
240, 75520, 0.8
240, 75720, 0.8
240, 75919, 0.8
240, 76117, 0.8
240, 76315, 0.8
240, 76512, 0.8
240, 76708, 0.8
240, 76904, 0.8
240, 77099, 0.8
240, 77293, 0.8
240, 77487, 0.8
240, 77680, 0.8
240, 77872, 0.8
240, 78064, 0.8
240, 78255, 0.8
240, 78446, 0.8
240, 78636, 0.8
240, 78825, 0.8
240, 79014, 0.8
240, 79202, 0.8
240, 79390, 0.8
240, 79577, 0.8
240, 79763, 0.8
240, 79949, 0.8
240, 80134, 0.8
240, 80319, 0.8
240, 80503, 0.8
240, 80687, 0.8
240, 80870, 0.8
240, 81052, 0.8
240, 81234, 0.8
240, 81415, 0.8
240, 81596, 0.8
240, 81776, 0.8
240, 81956, 0.7
240, 82135, 0.7
240, 82314, 0.7
240, 82492, 0.7
240, 82670, 0.7
240, 82847, 0.7
240, 83023, 0.7
240, 83199, 0.7
240, 83374, 0.7
240, 83549, 0.7
240, 83723, 0.7
240, 83897, 0.7
240, 84070, 0.7
240, 84243, 0.7
240, 84415, 0.7
240, 84587, 0.7
240, 84758, 0.7
240, 84929, 0.7
240, 85099, 0.7
240, 85269, 0.7
240, 85438, 0.7
240, 85607, 0.7
240, 85776, 0.7
240, 85944, 0.7
240, 86112, 0.7
240, 86279, 0.7
240, 86446, 0.7
240, 86612, 0.7
240, 86778, 0.7
240, 86943, 0.7
240, 87108, 0.7
240, 87272, 0.7
240, 87436, 0.7
240, 87599, 0.7
240, 87762, 0.7
240, 87925, 0.7
240, 88087, 0.7
240, 88249, 0.7
240, 88410, 0.7
240, 88571, 0.7
240, 88731, 0.7
240, 88891, 0.7
240, 89051, 0.7
240, 89210, 0.7
240, 89369, 0.7
240, 89527, 0.7
240, 89685, 0.7
240, 89842, 0.7
240, 89999, 0.7
240, 90156, 0.7
240, 90312, 0.7
240, 90468, 0.6
240, 90623, 0.6
240, 90778, 0.6
240, 90933, 0.6
240, 91087, 0.6
240, 91241, 0.6
240, 91394, 0.6
240, 91547, 0.6
240, 91700, 0.6
240, 91852, 0.6
240, 92004, 0.6
240, 92155, 0.6
240, 92306, 0.6
240, 92457, 0.6
240, 92607, 0.6
240, 92757, 0.6
240, 92907, 0.6
240, 93056, 0.6
240, 93205, 0.6
240, 93353, 0.6
240, 93501, 0.6
240, 93649, 0.6
240, 93796, 0.6
240, 93943, 0.6
240, 94090, 0.6
240, 94236, 0.6
240, 94382, 0.6
240, 94527, 0.6
240, 94672, 0.6
240, 94817, 0.6
240, 94961, 0.6
240, 95105, 0.6
240, 95249, 0.6
240, 95392, 0.6
240, 95535, 0.6
240, 95678, 0.6
240, 95820, 0.6
240, 95962, 0.6
240, 96104, 0.6
240, 96245, 0.6
240, 96386, 0.6
240, 96527, 0.6
240, 96667, 0.6
240, 96807, 0.6
240, 96947, 0.6
240, 97086, 0.6
240, 97225, 0.6
240, 97364, 0.6
240, 97502, 0.6
240, 97640, 0.6
240, 97778, 0.6
240, 97915, 0.6
240, 98052, 0.6
240, 98189, 0.6
240, 98325, 0.6
240, 98461, 0.6
240, 98597, 0.6
240, 98733, 0.6
240, 98868, 0.6
240, 99003, 0.6
240, 99138, 0.6
240, 99272, 0.6
240, 99406, 0.6
240, 99540, 0.6
240, 99673, 0.6
240, 99806, 0.6
240, 99939, 0.6
240, 100072, 0.6
240, 100204, 0.6
240, 100336, 0.6
240, 100468, 0.5
240, 100599, 0.5
240, 100730, 0.5
240, 100861, 0.5
240, 100992, 0.5
240, 101122, 0.5
240, 101252, 0.5
240, 101382, 0.5
240, 101511, 0.5
240, 101640, 0.5
240, 101769, 0.5
240, 101898, 0.5
240, 102026, 0.5
240, 102154, 0.5
240, 102282, 0.5
240, 102409, 0.5
240, 102536, 0.5
240, 102663, 0.5
240, 102790, 0.5
240, 102916, 0.5
240, 103042, 0.5
240, 103168, 0.5
240, 103294, 0.5
240, 103419, 0.5
240, 103544, 0.5
240, 103669, 0.5
240, 103794, 0.5
240, 103918, 0.5
240, 104042, 0.5
240, 104166, 0.5
240, 104289, 0.5
240, 104412, 0.5
240, 104535, 0.5
240, 104658, 0.5
240, 104780, 0.5
240, 104902, 0.5
240, 105024, 0.5
240, 105146, 0.5
240, 105267, 0.5
